name,description,open_time,close_time,entry_price,latitude,longitude,visit_count,provinces,city,subdistrict,street_name,postal_code,categories,facilities,title,url_image_1,url_image_2,url_image_3,url_video_1,url_video_2,url_video_3
Rumah Adat Belitung,"Rumah Adat Belitung mendapat pengaruh dari arsitektur rumah Melayu. Sebagai informasi, suku Melayu merupakan suku mayoritas yang menghuni Bangka Belitung. Ada beberapa macam ragam arsitektur rumah adat di Bangka Belitung, yaitu arsitektur Melayu Awal, Melayu Bubung Panjang, dan Melayu Bubung Limas.",8:00,16:00,0,,,69403,Kepulauan Bangka Belitung,Belitung,Tanjung Pandan,Jl. Gajah Mada,33411,Budaya,"Area Parkir, Tempat Sampah, Toilet",,https://indonesiakaya.com/wp-content/uploads/2020/10/1__Rumah_adat_Belitung_yang_terletak_di_Jalan_Ahmad_Yani_ini_berdiri_di_atas_tanah_seluas_kurang_lebih_500_meter_persegi.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQk_vLq7N59gL_rtJw4DqzRAnHnuC9lwg0WIsPh3_IRxQUg6CZnFF0MJIMdDotm3_CafC0&usqp=CAU,https://agathatourbelitung.com/wp-content/uploads/2023/11/rumah-adat-belitung.jpg,,,
Benteng Marlborough,"Benteng Marlborough pada mulanya berfungsi sebagai pertahanan. Seiring berjalannya waktu, bangunan ini beralih fungsi menjadi pusat perdagangan. Benteng Marlborough memiliki daya tersendiri karena selain langka, desain dari bangunan ini juga masih asli tanpa adanya renovasi yang signifikan, tipikal desain pada abad ke 17-an.",8:00,17:00,5000,,,978945,Bengkulu,Bengkulu,Tlk. Segara,Jl. Benteng,38116,Sejarah,"toilet, pusat informasi, area parkir",,https://pariwisata.bengkuluprov.go.id/assets/images/multimedia/wisata_benteng-marbborough-dari-ketinggian_1661149937936.jpg,https://cdn-2.tstatic.net/tribunnews/foto/bank/images/benteng-marlborough-di-kota-bengkulu-provinsi-bengkulu-3.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT_u9RqWK6i930Oz71uug2Sd8zD7EbIEiMwvWrTHe9srJ_2WrpwJl5beNbW1os4cRpKboY&usqp=CAU,,,
Monumen Tugu Thomas Parr,"Monumen Tugu Thomas Parr adalah sebuah monumen yang terletak di Kota Bengkulu dan didedikasikan kepada Thomas Parr, Residen Inggris di Bengkulu yang terbunuh pada tahun 1807.",0:00,23:59,5000,,,111980,Bengkulu,Bengkulu,Tlk. Segara,Jl. Ahmad Yani,38119,Sejarah,"area parkir, pusat informasi",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQLJeciZkhGrAztZ_AGFlnSYSshlobEbUKT-wI1Z1hZiK02p35MFXNN4_Ds9_dy_UHpCsQ&usqp=CAU,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSt8M39-q80jSrN5PhFNAU7JvIWqSHUjOblbF7lZBcWI6ErdjTFhAJeGj8wPKwG1zFfqd0&usqp=CAU,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQq_bjDyN4XspNDSiZc-Osn77WpRPO_Qa6iFXC2qdhttwfxoY_CwAuMIu3y313kNcMS9oo&usqp=CAU,,,
Pantai Jakat,Pantai Jakat menjadi primadona wisata keluarga saat liburan tiba. Hal ini disebabkan karena dekatnya lokasi Pantai Jakat dengan pusat Kota Bengkulu.,0:00,23:59,5000,,,71506,Bengkulu,Bengkulu,Sungai Serut,Jl. Bencoolen,38117,Alam,"toilet, pusat informasi, area parkir",,https://asset.kompas.com/crops/wzi6ssT26c-2S5Y2Z1Bv63Xu_3E=/0x34:696x382/750x500/data/photo/2024/02/24/65d9bf524fadb.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRigI7ABuQFvcSNudY1ln9Pne8VMNdMT3CIe8nlD7xo-w1ZjUqXYsJa5BsX1uAlSiQfpkE&usqp=CAU,https://assets.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2022/12/24/3871094550.jpg,,,
Pantai Panjang,Pantai Panjang adalah destinasi wisata yang cukup populer di Kota Bengkulu. Pantai dengan air yang jernih dan pasir putih halus inimembentang sepanjang tujuh kilometer,0:00,23:59,0,,,578012,Bengkulu,Bengkulu,Ratu Agung,Jl. Pariwisata,38116,Alam,"toilet, area parkir",,https://pariwisata.bengkuluprov.go.id/assets/images/multimedia/wisata_pantai-panjang_1661219028290.jpg,https://assets.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/07/25/pantai-panjang-bengkulu-1607334126.jpg,https://o-cdn-cas.sirclocdn.com/parenting/images/pantai-panjang.width-800.format-webp.webp,,,
Desa Adat Pagar Gunung,Desa Adat Pagar Gunung merupakan salah satu desa adat tertua di bengkulu. Pengunjung dapat melihat langsung kehidupan masyarakat adat Bengkulu.,0:00,23:59,0,,,26091,Bengkulu,Bengkulu Tengah,Karang Tinggi,Jl. Pagar Gunung,38382,Budaya,"tempat sampah, pusat informasi",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS1OoH2VcpkAwjm0dae20GZbhfvzez_oMwppg&s,https://i.ytimg.com/vi/9W0D9YUiI3E/maxresdefault.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR53vJJMcZ94WaLVBbtq7fci7BznuWDqjOAUO4675geouGloASE7kem4Bp0EEFgzSjF824&usqp=CAU,,,
Pasar Pulai Baai,Pasar Pulau baai merupakan tempat bagi wisatawan kuliner dan kerajinan lokal. Pasar ini menawarkan makanan khas lokal bengkulu serta kerajinan tangan tradisional,4:00,18:00,0,,,4606,Bengkulu,Bengkulu,Kampung Melayu,Jl. Ir. Rustandi Sugianto,38216,Budaya,"kuliner lokal, toko souvenir",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRkC2UsD3ZIGRMkoxq0y1fnnxfbLd088jz-EA&s,https://cdn.rri.co.id/berita/26/images/1696572137680-2019-12-27_(1)/atbkjg1dl767ulu.jpeg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS64PIUtuAr85h2F3DPLGMAo0j21b8weL3j9rTL2Tmbf6wea3vqB6ojZrJXNdzd9C6BZRk&usqp=CAU,,,
Museum Lampung,"Museum Lampung merupakan salah satu destinasi wisata budaya di pulau Sumatera. Dengan koleksi yang mencakup artefak-artefak bersejarah, seni tradisional, dan peninggalan budaya lainnya, museum ini membantu menggambarkan kehidupan masyarakat Lampung dari masa ke masa.",8:00,14:00,5000,,,398077,Lampung,Bandar Lampung,Rajabasa,Jl. ZA. Pagar Alam No. 64,35141,Sejarah,"area parkir, gedung pameran, koleksi seni",,https://upload.wikimedia.org/wikipedia/id/5/52/Museum_Lampung.jpg,https://o-cdn-cas.sirclocdn.com/parenting/images/museum-lampung.width-800.format-webp.webp,https://s3.ap-southeast-1.amazonaws.com/moladin.assets/blog/wp-content/uploads/2023/07/13173320/image-3-2.png,,,
Situs Batu Bedil,"Situs Megalitik Batu Bedil secara administratif berada di Kecamatan Pulau Panggung, Kabupaten Tanggamus, Provinsi Lampung. Pada situs ini terdapat sebuah menhir berukuran besar dan tinggi yang oleh masyarakat setempat dinamakan dengan “Batu Bedil”, dinamakan demikian dikarenakan dahulunya sering terdengar adanya bunyi letusan",0:00,23:59,0,,,3408,Lampung,Tanggamus,Pulau Panggung,Jl. Raya Tekad,35679,Sejarah,"area parkir, area bersejarah",,https://kebudayaan.kemdikbud.go.id/bpcbserang/wp-content/uploads/sites/35/2015/06/batu-bedil-tanggamus.jpg,https://kebudayaan.kemdikbud.go.id/bpcbserang/wp-content/uploads/sites/35/2015/06/tanggamus3.jpg,https://kebudayaan.kemdikbud.go.id/bpcbserang/wp-content/uploads/sites/35/2015/06/batu-tegak.jpg,,,
Taman Nasional Way Kambas,Taman Nasional Way Kambas dikenal sebagai tempat tinggal bagi gajah Sumatera. Destinasi wisata ini termasuk konservasi alam yang menjaga dan melindungi berbagai jenis flora dan fauna langka.,8:00,18:00,5000,,,690244,Lampung,Lampung Timur,Labuhan Ratu,Jl. Raya Labuhan Ratu,34396,Alam,"area parkir, toko makanan, toko souvernir",,https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/p2/132/2023/12/18/taman-nasional-way-kambas-1735849217.jpg,https://www.blibli.com/friends-backend/wp-content/uploads/2023/08/B800790-1-Jungle-Tracking-dan-Safari-Susur-Sungai-1024x538.jpg,https://cdn.antaranews.com/cache/1200x800/2020/03/18/IMG-20200318-WA0011_1.jpg,,,
Puncak Mas,"Puncak Mas Lampung merupakan tempat wisata di dataran tinggi yang dilengkapi fasilitas wahana permainan, penginapan, tempat selfie, dan pusat kuliner. Lantaran berada di perbukitan, pemandangan yang ditawarkan dari Puncak Mas Lampung tampak indah. Wisatawan bisa menikmati udara sejuk khas dataran tinggi, sambil melihat pemandangan kota.",8:00,23:00,20000,,,1045788,Lampung,Bandar Lampung,Tj. Karang Bar.,Jl. PB. Marga,35215,Alam,"area parkir, cafe, spot foto dan pemandangan, penginapan",,https://cdn.idntimes.com/content-images/post/20211018/202366653-936117010543278-5223713240500808934-n-253e21bfc083017b327bb5aca31cc4ca_600x400.jpg,https://salsawisata.com/wp-content/uploads/2022/09/Tiket-Masuk-Puncak-Mas-Lampung.jpg,https://travelspromo.com/wp-content/uploads/2019/05/Puncak-Mas-Lampung-yulia-ningtiyas-e1559019423489.jpg,,,
Taman Budaya Lampung,Taman Budaya Lampung adalah salah satu tempat yang menjadi pusat kebudayaan di Bandar Lampung. Lampung merupakan suatu provinsi yang berdiri sejak tanggal 18 Maret 1964 dan berada dibagian selatan Pulau Sumatra.,0:00,23:59,0,,,598109,Lampung,Bandar Lampung,Tj. Karang Pusat,Jl. Cut Nyak Dien No. 24,35119,Budaya,"area parkir, perpustakaan, kafetaria",,"https://blue.kumparan.com/image/upload/fl_progressive,fl_lossy,c_fill,q_auto:best,w_640/v1634025439/01hgck1am93nahkf04cwvrq84s.jpg",https://asset-2.tstatic.net/lampung/foto/bank/images/taman-budaya-lampung_20170612_160350.jpg,https://alteripost.co/wp-content/uploads/2021/12/IMG_20211204_141628.jpg,,,
Monumen Nasional,"Monumen Nasional atau yang disingkat dengan Monas atau Tugu Monas adalah monumen peringatan setinggi 132 meter (433 kaki) yang terletak tepat di tengah Lapangan Medan Merdeka, Jakarta Pusat. Monas didirikan untuk mengenang perlawanan dan perjuangan rakyat Indonesia dalam merebut kemerdekaan dari pemerintahan kolonial Kerajaan Belanda",8:00,22:00,24000,,,980341720,DKI Jakarta,Jakarta Pusat,Gambir,Jl. Merdeka Square,10110,Sejarah,"area parkir, toilet, area kuliner, area olahraga, transportasi wisata",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQkH0ck2KtiVkFVQXwwJTHfHzSjAtEKBBx2dA&s,https://storage.jakarta-tourism.go.id/public/images/article/8437415341664213099.jpg,https://salsawisata.com/wp-content/uploads/2022/01/Monumen-Nasional.jpg,,,
Tugu Proklamasi,"Tugu Proklamasi adalah tugu peringatan proklamasi kemerdekaan Republik Indonesia yang berdiri di kompleks Taman Proklamasi di Jalan Proklamasi, Jakarta Pusat.",6:00,16:00,0,,,11919421,DKI Jakarta,Jakarta Pusat,Menteng,Jl. Proklamasi,10320,Sejarah,"toilet, tempat ibadah, tempat duduk",,https://asset.kompas.com/crops/qyzCmSzrELRvG5Atm8msCoIDQgA=/0x0:0x0/1200x800/data/photo/2022/08/17/62fcb904bf492.jpg,https://o-cdn-cas.sirclocdn.com/parenting/images/tugu-proklamasi.width-800.format-webp.webp,https://assets.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/p1/301/2023/10/19/InShot_20231019_105842094-254930121.jpg,,,
Pantai Ancol,Pantai Ancol menghadirkan pesona yang tidak ada habisnya. Kawasan wisata terpadu ini memiliki beberapa pantai dengan pesona menawan yang beragam. Tidak heran jika tempat wisata ini terkenal sebagai ikon wisata di tengah kota yang ramai.,7:00,17:00,25000,,,18774901,DKI Jakarta,Jakarta Utara,Ancol,Jl. Kw. Wisata Ancol,10730,Alam,"area parkir, tempat ibadah, toilet, food court, toko souvenir, penginapan",,https://www.ancol.com/blog/wp-content/uploads/2022/03/wisata-pantai-di-jakarta.jpg,https://shopee.co.id/inspirasi-shopee/wp-content/uploads/2020/08/Ancol-bakal-dibuka-kembali-pekan-depan.jpg,https://www.beritajogja.id/wp-content/uploads/2021/11/Wisata-pantai-marina-ancol.jpg,,,
Taman Menteng,"Taman Menteng adalah sebuah taman yang berlokasi di kawasan Menteng, Jakarta Pusat. Taman ini dulunya merupakan Stadion Menteng. Taman Menteng berdiri di atas lahan seluas 2,9 hektar dan memiliki 30 spesies koleksi tanaman yang berbeda",5:00,23:00,10000,,,102487090,DKI Jakarta,Jakarta Pusat,Menteng,Jl. HOS. Cokroaminoto,10310,Alam,"toilet, mushola, area parkir, wahana, tempat sampah",,https://o-cdn-cas.sirclocdn.com/parenting/images/taman_menteng_Xicx0wi.width-800.format-webp.webp,https://awsimages.detik.net.id/community/media/visual/2020/06/19/taman-menteng-belum-bisa-ditongkrongin-8_169.jpeg?w=620,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQzlGlG7UW-DcrZccQUN1g9iIe8BiymKOwy-3_XWXCGtJokdZshEZ77Apg5FRiAt9FgR-8&usqp=CAU,,,
Taman Mini Indonesia Indah,Taman Mini Indonesia Indah (TMII) merupakan suatu kawasan taman wisata bertema budaya Indonesia yang berada di Jakarta Timur. Area TMII yaitu kurang lebih 150 hektar,5:00,20:00,25000,,,561049042,DKI Jakarta,Jakarta Timur,Cipayung,Jl. Taman Mini Indonesia Indah,13820,Budaya,"toilet, mushola, penginapan, rumah makan, area parkir, pusat informasi, toko souvenir, outbound, cafe, wahana",,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/TMII_Istana_Anak-anak_Indonesia.JPG/1200px-TMII_Istana_Anak-anak_Indonesia.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Istana_Anak-anak_Indonesia%2C_Taman_Mini%2C_Jakarta.jpg/220px-Istana_Anak-anak_Indonesia%2C_Taman_Mini%2C_Jakarta.jpg,https://cdn1-production-images-kly.akamaized.net/H8jSLijqnwlhB8kAVQ6Kz1jtCvE=/800x1066/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3424275/original/047116200_1617950170-TMII.jpg,,,
Setu Babakan,"Setu Babakan adalah sebuah danau buatan yang dijadikan tempat wisata oleh warga setempat. Pada awalnya fungsi utama dari danau ini bukanlah untuk destinasi wisata. Danau ini berfungsi sebagai penampung air resapan, namun seiring berjalannya waktu, kemudian berfungsi juga sebagai pusat pelestarian warisan budaya Jakarta yang umum disebut dengan Perkampungan Budaya Betawi dan tempat wisata.",6:00,18:00,0,,,12819022,DKI Jakarta,Jakarta Selatan,Jagakarsa,Jl. Situ Babakan,12630,Budaya,"toilet, mushola, area parkir, wahana, rumah makan, pusat informasi, toko oleh-oleh",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRfCEGly87se6nZlGeHaEYfYJl1rTyTKf4K_Q&s,https://salamolahraga.com/wp-content/uploads/2024/05/060385fc-df4d-47f1-af09-5d35dd2048e9.jpeg,https://assets.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2022/03/01/1272231209.jpg,,,
